Unnamed: 0,tournament_id,tournament_name,year,start_date,end_date,host_country,winner,host_won,count_teams,group_stage,second_group_stage,final_round,round_of_16,quarter_finals,semi_finals,third_place_match,final,stage_number,stage_name,knockout_stage,unbalanced_groups,count_matches,count_scheduled,count_replays,count_playoffs,count_walkovers,position,team_id,team_name,team_code,group_name,played,wins,draws,losses,goals_for,goals_against,goal_difference,points,advanced
1146,WC-2003,2003 FIFA Women's World Cup,2003,2003-09-20,2003-10-12,United States,Germany,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,2,T-74,Sweden,SWE,Group B,3.0,2.0,0.0,1.0,10.0,5.0,5.0,6.0,1.0
1147,WC-2006,2006 FIFA Men's World Cup,2006,2006-06-09,2006-07-09,Germany,Italy,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,2,T-30,France,FRA,Group F,3.0,1.0,1.0,1.0,5.0,5.0,0.0,4.0,1.0
1148,WC-2007,2007 FIFA Women's World Cup,2007,2007-09-10,2007-09-30,China,Germany,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,2,T-09,Brazil,BRA,Group B,3.0,1.0,1.0,1.0,5.0,4.0,1.0,4.0,1.0
1149,WC-2010,2010 FIFA Men's World Cup,2010,2010-06-11,2010-07-11,South Africa,Spain,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,2,T-48,Netherlands,NLD,Group F,3.0,1.0,1.0,1.0,4.0,5.0,-1.0,4.0,1.0
1150,WC-2011,2011 FIFA Women's World Cup,2011,2011-06-26,2011-07-17,Germany,Japan,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,2,T-83,United States,USA,Group B,3.0,2.0,0.0,1.0,6.0,3.0,3.0,6.0,1.0
1151,WC-2014,2014 FIFA Men's World Cup,2014,2014-06-12,2014-07-13,Brazil,Germany,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,2,T-03,Argentina,ARG,Group F,3.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,1.0
1152,WC-2015,2015 FIFA Women's World Cup,2015,2015-06-06,2015-07-05,Canada,United States,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,2,T-44,Japan,JPN,Group D,3.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,1.0
1153,WC-2018,2018 FIFA Men's World Cup,2018,2018-06-14,2018-07-15,Russia,France,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,2,T-18,Croatia,HRV,Group F,3.0,2.0,0.0,1.0,3.0,4.0,-1.0,6.0,1.0
1154,WC-2019,2019 FIFA Women's World Cup,2019,2019-06-07,2019-07-07,France,United States,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,2,T-48,Netherlands,NLD,Group D,3.0,1.0,1.0,1.0,2.0,3.0,-1.0,4.0,1.0
1155,WC-2022,2022 FIFA Men's World Cup,2022,2022-11-20,2022-12-18,Qatar,Argentina,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,2,T-30,France,FRA,Group F,3.0,1.0,2.0,0.0,4.0,1.0,3.0,5.0,1.0
1156,WC-1930,1930 FIFA Men's World Cup,1930,1930-07-13,1930-07-30,Uruguay,Uruguay,1,13,1,0,0,0,0,1,0,1,1,group stage,0,1,15,15,0,0,0,1,T-84,Uruguay,URY,Group 1,3.0,1.0,0.0,2.0,4.0,3.0,1.0,2.0,0.0
1157,WC-1954,1954 FIFA Men's World Cup,1954,1954-06-16,1954-07-04,Switzerland,West Germany,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,18,16,0,2,0,1,T-86,West Germany,DEU,Group 2,2.0,1.0,0.0,1.0,7.0,9.0,-2.0,2.0,1.0
1158,WC-1958,1958 FIFA Men's World Cup,1958,1958-06-08,1958-06-29,Sweden,Brazil,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,27,24,0,3,0,1,T-09,Brazil,BRA,Group 2,3.0,1.0,2.0,0.0,7.0,6.0,1.0,4.0,1.0
1159,WC-1962,1962 FIFA Men's World Cup,1962,1962-05-30,1962-07-17,Chile,Brazil,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,1,T-09,Brazil,BRA,Group 2,3.0,2.0,0.0,1.0,5.0,3.0,2.0,4.0,1.0
1160,WC-1966,1966 FIFA Men's World Cup,1966,1966-07-11,1966-07-30,England,England,1,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,1,T-28,England,ENG,Group 2,3.0,2.0,1.0,0.0,4.0,1.0,3.0,5.0,1.0
1161,WC-1970,1970 FIFA Men's World Cup,1970,1970-05-31,1970-06-21,Mexico,Brazil,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,1,T-09,Brazil,BRA,Group 2,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0
1162,WC-1982,1982 FIFA Men's World Cup,1982,1982-06-13,1982-07-11,Spain,Italy,0,24,1,1,0,0,0,1,1,1,2,second group stage,0,0,12,12,0,0,0,1,T-41,Italy,ITA,Group A,2.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0
1163,WC-1986,1986 FIFA Men's World Cup,1986,1986-05-31,1986-06-29,Mexico,Argentina,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,1,T-03,Argentina,ARG,Group D,3.0,2.0,0.0,1.0,5.0,2.0,3.0,4.0,1.0
1164,WC-1990,1990 FIFA Men's World Cup,1990,1990-06-08,1990-07-08,Italy,West Germany,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,1,T-86,West Germany,DEU,Group D,3.0,2.0,0.0,1.0,6.0,5.0,1.0,4.0,1.0
1165,WC-1991,1991 FIFA Women's World Cup,1991,1991-11-16,1991-11-30,China,United States,0,12,1,0,0,0,1,1,1,1,1,group stage,0,0,18,18,0,0,0,1,T-83,United States,USA,Group A,3.0,2.0,0.0,1.0,6.0,5.0,1.0,4.0,1.0
1166,WC-1994,1994 FIFA Men's World Cup,1994,1994-06-17,1994-07-17,United States,Brazil,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,1,T-09,Brazil,BRA,Group D,3.0,2.0,0.0,1.0,6.0,3.0,3.0,6.0,1.0
1167,WC-1995,1995 FIFA Women's World Cup,1995,1995-06-05,1995-06-18,Sweden,Norway,0,12,1,0,0,0,1,1,1,1,1,group stage,0,0,18,18,0,0,0,1,T-53,Norway,NOR,Group A,3.0,2.0,0.0,1.0,5.0,3.0,2.0,6.0,1.0
1168,WC-1998,1998 FIFA Men's World Cup,1998,1998-06-10,1998-07-12,France,France,1,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,1,T-30,France,FRA,Group F,3.0,2.0,1.0,0.0,4.0,2.0,2.0,7.0,1.0
1169,WC-1999,1999 FIFA Women's World Cup,1999,1999-06-19,1999-07-10,United States,United States,1,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,1,T-83,United States,USA,Group B,3.0,1.0,2.0,0.0,10.0,4.0,6.0,5.0,1.0
1170,WC-2002,2002 FIFA Men's World Cup,2002,2002-05-31,2002-06-30,"Korea, Japan",Brazil,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,1,T-09,Brazil,BRA,Group F,3.0,1.0,2.0,0.0,2.0,1.0,1.0,5.0,1.0
1171,WC-2003,2003 FIFA Women's World Cup,2003,2003-09-20,2003-10-12,United States,Germany,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,1,T-31,Germany,DEU,Group B,3.0,2.0,0.0,1.0,10.0,5.0,5.0,6.0,1.0
1172,WC-2006,2006 FIFA Men's World Cup,2006,2006-06-09,2006-07-09,Germany,Italy,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,1,T-41,Italy,ITA,Group F,3.0,1.0,1.0,1.0,5.0,5.0,0.0,4.0,1.0
1173,WC-2007,2007 FIFA Women's World Cup,2007,2007-09-10,2007-09-30,China,Germany,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,1,T-31,Germany,DEU,Group B,3.0,1.0,1.0,1.0,5.0,4.0,1.0,4.0,1.0
1174,WC-2010,2010 FIFA Men's World Cup,2010,2010-06-11,2010-07-11,South Africa,Spain,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,1,T-73,Spain,ESP,Group F,3.0,1.0,1.0,1.0,4.0,5.0,-1.0,4.0,1.0
1175,WC-2011,2011 FIFA Women's World Cup,2011,2011-06-26,2011-07-17,Germany,Japan,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,1,T-44,Japan,JPN,Group B,3.0,2.0,0.0,1.0,6.0,3.0,3.0,6.0,1.0
1176,WC-2014,2014 FIFA Men's World Cup,2014,2014-06-12,2014-07-13,Brazil,Germany,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,1,T-31,Germany,DEU,Group F,3.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,1.0
1177,WC-2015,2015 FIFA Women's World Cup,2015,2015-06-06,2015-07-05,Canada,United States,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,1,T-83,United States,USA,Group D,3.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,1.0
1178,WC-2018,2018 FIFA Men's World Cup,2018,2018-06-14,2018-07-15,Russia,France,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,1,T-30,France,FRA,Group F,3.0,2.0,0.0,1.0,3.0,4.0,-1.0,6.0,1.0
1179,WC-2019,2019 FIFA Women's World Cup,2019,2019-06-07,2019-07-07,France,United States,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,1,T-83,United States,USA,Group D,3.0,1.0,1.0,1.0,2.0,3.0,-1.0,4.0,1.0
1180,WC-2022,2022 FIFA Men's World Cup,2022,2022-11-20,2022-12-18,Qatar,Argentina,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,1,T-03,Argentina,ARG,Group F,3.0,1.0,2.0,0.0,4.0,1.0,3.0,5.0,1.0
1181,WC-1930,1930 FIFA Men's World Cup,1930,1930-07-13,1930-07-30,Uruguay,Uruguay,1,13,1,0,0,0,0,1,0,1,1,group stage,0,1,15,15,0,0,0,4,T-87,Yugoslavia,YUG,Group 1,3.0,2.0,0.0,1.0,5.0,3.0,2.0,4.0,0.0
1182,WC-1954,1954 FIFA Men's World Cup,1954,1954-06-16,1954-07-04,Switzerland,West Germany,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,18,16,0,2,0,4,T-84,Uruguay,URY,Group 2,2.0,2.0,0.0,0.0,17.0,3.0,14.0,4.0,1.0
1183,WC-1958,1958 FIFA Men's World Cup,1958,1958-06-08,1958-06-29,Sweden,Brazil,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,27,24,0,3,0,4,T-86,West Germany,DEU,Group 2,3.0,2.0,0.0,1.0,11.0,7.0,4.0,4.0,1.0
1184,WC-1962,1962 FIFA Men's World Cup,1962,1962-05-30,1962-07-17,Chile,Brazil,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,4,T-87,Yugoslavia,YUG,Group 2,3.0,2.0,1.0,0.0,4.0,1.0,3.0,5.0,1.0
1185,WC-1966,1966 FIFA Men's World Cup,1966,1966-07-11,1966-07-30,England,England,1,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,4,T-72,Soviet Union,SUN,Group 2,3.0,2.0,1.0,0.0,7.0,1.0,6.0,5.0,1.0
1186,WC-1970,1970 FIFA Men's World Cup,1970,1970-05-31,1970-06-21,Mexico,Brazil,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,4,T-84,Uruguay,URY,Group 2,3.0,1.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0
1187,WC-1982,1982 FIFA Men's World Cup,1982,1982-06-13,1982-07-11,Spain,Italy,0,24,1,1,0,0,0,1,1,1,2,second group stage,0,0,12,12,0,0,0,4,T-30,France,FRA,Group A,2.0,1.0,1.0,0.0,3.0,0.0,3.0,3.0,1.0
1188,WC-1986,1986 FIFA Men's World Cup,1986,1986-05-31,1986-06-29,Mexico,Argentina,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,4,T-06,Belgium,BEL,Group D,3.0,3.0,0.0,0.0,5.0,0.0,5.0,6.0,1.0
1189,WC-1990,1990 FIFA Men's World Cup,1990,1990-06-08,1990-07-08,Italy,West Germany,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,4,T-28,England,ENG,Group D,3.0,2.0,1.0,0.0,10.0,3.0,7.0,5.0,1.0
1190,WC-1991,1991 FIFA Women's World Cup,1991,1991-11-16,1991-11-30,China,United States,0,12,1,0,0,0,1,1,1,1,1,group stage,0,0,18,18,0,0,0,4,T-31,Germany,DEU,Group A,3.0,2.0,1.0,0.0,10.0,3.0,7.0,5.0,1.0
1191,WC-1994,1994 FIFA Men's World Cup,1994,1994-06-17,1994-07-17,United States,Brazil,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,4,T-10,Bulgaria,BGR,Group D,3.0,2.0,0.0,1.0,6.0,2.0,4.0,6.0,1.0
1192,WC-1995,1995 FIFA Women's World Cup,1995,1995-06-05,1995-06-18,Sweden,Norway,0,12,1,0,0,0,1,1,1,1,1,group stage,0,0,18,18,0,0,0,4,T-14,China,CHN,Group A,3.0,2.0,0.0,1.0,9.0,4.0,5.0,6.0,1.0
1193,WC-1998,1998 FIFA Men's World Cup,1998,1998-06-10,1998-07-12,France,France,1,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,4,T-48,Netherlands,NLD,Group F,3.0,2.0,1.0,0.0,6.0,2.0,4.0,7.0,1.0
1194,WC-1999,1999 FIFA Women's World Cup,1999,1999-06-19,1999-07-10,United States,United States,1,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,4,T-53,Norway,NOR,Group B,3.0,2.0,1.0,0.0,12.0,4.0,8.0,7.0,1.0
1195,WC-2002,2002 FIFA Men's World Cup,2002,2002-05-31,2002-06-30,"Korea, Japan",Brazil,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,4,T-71,South Korea,KOR,Group F,3.0,1.0,2.0,0.0,4.0,3.0,1.0,5.0,1.0
1196,WC-2003,2003 FIFA Women's World Cup,2003,2003-09-20,2003-10-12,United States,Germany,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,4,T-12,Canada,CAN,Group B,3.0,2.0,1.0,0.0,8.0,2.0,6.0,7.0,1.0
1197,WC-2006,2006 FIFA Men's World Cup,2006,2006-06-09,2006-07-09,Germany,Italy,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,4,T-58,Portugal,PRT,Group F,3.0,3.0,0.0,0.0,7.0,1.0,6.0,9.0,1.0
1198,WC-2007,2007 FIFA Women's World Cup,2007,2007-09-10,2007-09-30,China,Germany,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,4,T-53,Norway,NOR,Group B,3.0,2.0,1.0,0.0,5.0,2.0,3.0,7.0,1.0
1199,WC-2010,2010 FIFA Men's World Cup,2010,2010-06-11,2010-07-11,South Africa,Spain,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,4,T-84,Uruguay,URY,Group F,3.0,1.0,2.0,0.0,3.0,1.0,2.0,5.0,1.0
1200,WC-2011,2011 FIFA Women's World Cup,2011,2011-06-26,2011-07-17,Germany,Japan,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,4,T-30,France,FRA,Group B,3.0,2.0,1.0,0.0,5.0,2.0,3.0,7.0,1.0
1201,WC-2014,2014 FIFA Men's World Cup,2014,2014-06-12,2014-07-13,Brazil,Germany,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,4,T-09,Brazil,BRA,Group F,3.0,3.0,0.0,0.0,6.0,3.0,3.0,9.0,1.0
1202,WC-2015,2015 FIFA Women's World Cup,2015,2015-06-06,2015-07-05,Canada,United States,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,4,T-31,Germany,DEU,Group D,3.0,2.0,1.0,0.0,4.0,1.0,3.0,7.0,1.0
1203,WC-2018,2018 FIFA Men's World Cup,2018,2018-06-14,2018-07-15,Russia,France,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,4,T-28,England,ENG,Group F,3.0,2.0,0.0,1.0,5.0,2.0,3.0,6.0,1.0
1204,WC-2019,2019 FIFA Women's World Cup,2019,2019-06-07,2019-07-07,France,United States,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,4,T-28,England,ENG,Group D,3.0,3.0,0.0,0.0,5.0,1.0,4.0,9.0,1.0
1205,WC-2022,2022 FIFA Men's World Cup,2022,2022-11-20,2022-12-18,Qatar,Argentina,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,4,T-47,Morocco,MAR,Group F,3.0,2.0,1.0,0.0,4.0,1.0,3.0,7.0,1.0
1206,WC-1930,1930 FIFA Men's World Cup,1930,1930-07-13,1930-07-30,Uruguay,Uruguay,1,13,1,0,0,0,0,1,0,1,1,group stage,0,1,15,15,0,0,0,3,T-83,United States,USA,Group 1,3.0,2.0,0.0,1.0,5.0,3.0,2.0,4.0,0.0
1207,WC-1954,1954 FIFA Men's World Cup,1954,1954-06-16,1954-07-04,Switzerland,West Germany,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,18,16,0,2,0,3,T-05,Austria,AUT,Group 2,2.0,2.0,0.0,0.0,17.0,3.0,14.0,4.0,1.0
1208,WC-1958,1958 FIFA Men's World Cup,1958,1958-06-08,1958-06-29,Sweden,Brazil,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,27,24,0,3,0,3,T-30,France,FRA,Group 2,3.0,2.0,0.0,1.0,11.0,7.0,4.0,4.0,1.0
1209,WC-1962,1962 FIFA Men's World Cup,1962,1962-05-30,1962-07-17,Chile,Brazil,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,3,T-13,Chile,CHL,Group 2,3.0,2.0,1.0,0.0,4.0,1.0,3.0,5.0,1.0
1210,WC-1966,1966 FIFA Men's World Cup,1966,1966-07-11,1966-07-30,England,England,1,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,3,T-58,Portugal,PRT,Group 2,3.0,2.0,1.0,0.0,7.0,1.0,6.0,5.0,1.0
1211,WC-1970,1970 FIFA Men's World Cup,1970,1970-05-31,1970-06-21,Mexico,Brazil,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,3,T-86,West Germany,DEU,Group 2,3.0,1.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0
1212,WC-1982,1982 FIFA Men's World Cup,1982,1982-06-13,1982-07-11,Spain,Italy,0,24,1,1,0,0,0,1,1,1,2,second group stage,0,0,12,12,0,0,0,3,T-57,Poland,POL,Group A,2.0,1.0,1.0,0.0,3.0,0.0,3.0,3.0,1.0
1213,WC-1986,1986 FIFA Men's World Cup,1986,1986-05-31,1986-06-29,Mexico,Argentina,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,3,T-30,France,FRA,Group D,3.0,3.0,0.0,0.0,5.0,0.0,5.0,6.0,1.0
1214,WC-1990,1990 FIFA Men's World Cup,1990,1990-06-08,1990-07-08,Italy,West Germany,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,3,T-41,Italy,ITA,Group D,3.0,2.0,1.0,0.0,10.0,3.0,7.0,5.0,1.0
1215,WC-1991,1991 FIFA Women's World Cup,1991,1991-11-16,1991-11-30,China,United States,0,12,1,0,0,0,1,1,1,1,1,group stage,0,0,18,18,0,0,0,3,T-74,Sweden,SWE,Group A,3.0,2.0,1.0,0.0,10.0,3.0,7.0,5.0,1.0
1216,WC-1994,1994 FIFA Men's World Cup,1994,1994-06-17,1994-07-17,United States,Brazil,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,3,T-74,Sweden,SWE,Group D,3.0,2.0,0.0,1.0,6.0,2.0,4.0,6.0,1.0
1217,WC-1995,1995 FIFA Women's World Cup,1995,1995-06-05,1995-06-18,Sweden,Norway,0,12,1,0,0,0,1,1,1,1,1,group stage,0,0,18,18,0,0,0,3,T-83,United States,USA,Group A,3.0,2.0,0.0,1.0,9.0,4.0,5.0,6.0,1.0
1218,WC-1998,1998 FIFA Men's World Cup,1998,1998-06-10,1998-07-12,France,France,1,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,3,T-18,Croatia,HRV,Group F,3.0,2.0,1.0,0.0,6.0,2.0,4.0,7.0,1.0
1219,WC-1999,1999 FIFA Women's World Cup,1999,1999-06-19,1999-07-10,United States,United States,1,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,3,T-09,Brazil,BRA,Group B,3.0,2.0,1.0,0.0,12.0,4.0,8.0,7.0,1.0
1220,WC-2002,2002 FIFA Men's World Cup,2002,2002-05-31,2002-06-30,"Korea, Japan",Brazil,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,3,T-80,Turkey,TUR,Group F,3.0,1.0,2.0,0.0,4.0,3.0,1.0,5.0,1.0
1221,WC-2003,2003 FIFA Women's World Cup,2003,2003-09-20,2003-10-12,United States,Germany,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,3,T-83,United States,USA,Group B,3.0,2.0,1.0,0.0,8.0,2.0,6.0,7.0,1.0
1222,WC-2006,2006 FIFA Men's World Cup,2006,2006-06-09,2006-07-09,Germany,Italy,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,3,T-31,Germany,DEU,Group F,3.0,3.0,0.0,0.0,7.0,1.0,6.0,9.0,1.0
1223,WC-2007,2007 FIFA Women's World Cup,2007,2007-09-10,2007-09-30,China,Germany,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,3,T-83,United States,USA,Group B,3.0,2.0,1.0,0.0,5.0,2.0,3.0,7.0,1.0
1224,WC-2010,2010 FIFA Men's World Cup,2010,2010-06-11,2010-07-11,South Africa,Spain,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,3,T-31,Germany,DEU,Group F,3.0,1.0,2.0,0.0,3.0,1.0,2.0,5.0,1.0
1225,WC-2011,2011 FIFA Women's World Cup,2011,2011-06-26,2011-07-17,Germany,Japan,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,3,T-74,Sweden,SWE,Group B,3.0,2.0,1.0,0.0,5.0,2.0,3.0,7.0,1.0
1226,WC-2014,2014 FIFA Men's World Cup,2014,2014-06-12,2014-07-13,Brazil,Germany,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,3,T-48,Netherlands,NLD,Group F,3.0,3.0,0.0,0.0,6.0,3.0,3.0,9.0,1.0
1227,WC-2015,2015 FIFA Women's World Cup,2015,2015-06-06,2015-07-05,Canada,United States,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,3,T-28,England,ENG,Group D,3.0,2.0,1.0,0.0,4.0,1.0,3.0,7.0,1.0
1228,WC-2018,2018 FIFA Men's World Cup,2018,2018-06-14,2018-07-15,Russia,France,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,3,T-06,Belgium,BEL,Group F,3.0,2.0,0.0,1.0,5.0,2.0,3.0,6.0,1.0
1229,WC-2019,2019 FIFA Women's World Cup,2019,2019-06-07,2019-07-07,France,United States,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,3,T-74,Sweden,SWE,Group D,3.0,3.0,0.0,0.0,5.0,1.0,4.0,9.0,1.0
1230,WC-2022,2022 FIFA Men's World Cup,2022,2022-11-20,2022-12-18,Qatar,Argentina,0,32,1,0,0,1,1,1,1,1,1,group stage,0,0,48,48,0,0,0,3,T-18,Croatia,HRV,Group F,3.0,2.0,1.0,0.0,4.0,1.0,3.0,7.0,1.0
1231,WC-1930,1930 FIFA Men's World Cup,1930,1930-07-13,1930-07-30,Uruguay,Uruguay,1,13,1,0,0,0,0,1,0,1,1,group stage,0,1,15,15,0,0,0,2,T-03,Argentina,ARG,Group 1,3.0,2.0,0.0,1.0,5.0,3.0,2.0,4.0,0.0
1232,WC-1954,1954 FIFA Men's World Cup,1954,1954-06-16,1954-07-04,Switzerland,West Germany,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,18,16,0,2,0,2,T-36,Hungary,HUN,Group 2,2.0,2.0,0.0,0.0,17.0,3.0,14.0,4.0,1.0
1233,WC-1958,1958 FIFA Men's World Cup,1958,1958-06-08,1958-06-29,Sweden,Brazil,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,27,24,0,3,0,2,T-74,Sweden,SWE,Group 2,3.0,2.0,0.0,1.0,11.0,7.0,4.0,4.0,1.0
1234,WC-1962,1962 FIFA Men's World Cup,1962,1962-05-30,1962-07-17,Chile,Brazil,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,2,T-21,Czechoslovakia,CSK,Group 2,3.0,2.0,1.0,0.0,4.0,1.0,3.0,5.0,1.0
1235,WC-1966,1966 FIFA Men's World Cup,1966,1966-07-11,1966-07-30,England,England,1,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,2,T-86,West Germany,DEU,Group 2,3.0,2.0,1.0,0.0,7.0,1.0,6.0,5.0,1.0
1236,WC-1970,1970 FIFA Men's World Cup,1970,1970-05-31,1970-06-21,Mexico,Brazil,0,16,1,0,0,0,1,1,1,1,1,group stage,0,0,24,24,0,0,0,2,T-41,Italy,ITA,Group 2,3.0,1.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0
1237,WC-1982,1982 FIFA Men's World Cup,1982,1982-06-13,1982-07-11,Spain,Italy,0,24,1,1,0,0,0,1,1,1,2,second group stage,0,0,12,12,0,0,0,2,T-86,West Germany,DEU,Group A,2.0,1.0,1.0,0.0,3.0,0.0,3.0,3.0,1.0
1238,WC-1986,1986 FIFA Men's World Cup,1986,1986-05-31,1986-06-29,Mexico,Argentina,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,2,T-86,West Germany,DEU,Group D,3.0,3.0,0.0,0.0,5.0,0.0,5.0,6.0,1.0
1239,WC-1990,1990 FIFA Men's World Cup,1990,1990-06-08,1990-07-08,Italy,West Germany,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,2,T-03,Argentina,ARG,Group D,3.0,2.0,1.0,0.0,10.0,3.0,7.0,5.0,1.0
1240,WC-1991,1991 FIFA Women's World Cup,1991,1991-11-16,1991-11-30,China,United States,0,12,1,0,0,0,1,1,1,1,1,group stage,0,0,18,18,0,0,0,2,T-53,Norway,NOR,Group A,3.0,2.0,1.0,0.0,10.0,3.0,7.0,5.0,1.0
1241,WC-1994,1994 FIFA Men's World Cup,1994,1994-06-17,1994-07-17,United States,Brazil,0,24,1,0,0,1,1,1,1,1,1,group stage,0,0,36,36,0,0,0,2,T-41,Italy,ITA,Group D,3.0,2.0,0.0,1.0,6.0,2.0,4.0,6.0,1.0
